"C_U_21_components"
"Iteration" "df-body etc.."
("Iteration" "df-body" "df-diffuser" "df-front_wheel" "df-front_wing" "df-nose" "df-rear_wheel" "df-rear_wing" "df-sidepod" "df-suspension" "drag-body" "drag-diffuser" "drag-front_wheel" "drag-front_wing" "drag-nose" "drag-rear_wheel" "drag-rear_wing" "drag-sidepod" "drag-suspension" "df-fw-1" "df-fw-2" "df-fw-3" "df-fw-4" "df-fw-e" "df-s-wlot" "df-s-1" "df-s-2" "df-s-e" "df-rw-1" "df-rw-2" "df-rw-3" "df-rw-4" "df-rw-e" "drag-fw-1" "drag-fw-2" "drag-fw-3" "drag-fw-4" "drag-fw-e" "drag-s-wlot" "drag-s-1" "drag-s-2" "drag-s-e" "drag-rw-1" "drag-rw-2" "drag-rw-3" "drag-rw-4" "drag-rw-e")
760 1.935431 46.63537 -1.305182 90.09528 -3.410021 -1.729594 89.35975 50.1717 -0.6645358 18.38269 5.097266 4.75576 10.39667 3.534275 2.162987 35.13393 8.843857 2.995835 51.40782 25.29012 7.71627 2.751137 2.929808 -6.196538 34.45433 1.753729 20.82471 58.41232 25.92093 4.016438 3.612886 -2.602799 -1.861865 5.090222 3.837132 2.21334 1.117839 -5.473913 6.307925 0.9881988 4.025805 4.030096 19.94845 8.560546 2.046377 0.5484762
761 1.935662 46.63846 -1.304619 90.09193 -3.409809 -1.729798 89.35852 50.17119 -0.6644728 18.3829 5.09782 4.756142 10.39657 3.534237 2.163016 35.13291 8.843828 2.995816 51.40622 25.28911 7.716152 2.751221 2.929104 -6.196484 34.4542 1.753103 20.82484 58.41163 25.92031 4.016201 3.613352 -2.602946 -1.861769 5.090118 3.837135 2.213401 1.117687 -5.473676 6.30815 0.9877564 4.025775 4.029965 19.94786 8.560234 2.046508 0.5483565
762 1.935936 46.64143 -1.30408 90.08847 -3.409617 -1.729964 89.35667 50.17061 -0.6644078 18.38323 5.098354 4.756519 10.39649 3.5342 2.163017 35.13158 8.843851 2.995795 51.40453 25.28806 7.716057 2.751308 2.928384 -6.196373 34.45404 1.752501 20.82485 58.41046 25.91945 4.015929 3.61393 -2.603077 -1.861664 5.090006 3.837141 2.213463 1.117544 -5.473387 6.308427 0.9873362 4.025674 4.029723 19.94713 8.55985 2.046674 0.5482221
763 1.936421 46.64427 -1.303576 90.08498 -3.409465 -1.730089 89.35444 50.17003 -0.6643422 18.38376 5.098864 4.756878 10.39642 3.534167 2.162994 35.13008 8.843949 2.995769 51.40279 25.28702 7.715986 2.7514 2.927661 -6.196225 34.45389 1.751924 20.82478 58.40894 25.91845 4.015634 3.614633 -2.603199 -1.861551 5.089889 3.837149 2.213526 1.117412 -5.473034 6.308759 0.9869415 4.025507 4.029399 19.94633 8.559422 2.046881 0.5480735
764 1.936971 46.64696 -1.303117 90.08157 -3.409369 -1.730176 89.35204 50.16952 -0.6642789 18.38441 5.099351 4.757198 10.39638 3.534138 2.162949 35.12852 8.844129 2.995737 51.40106 25.286 7.715939 2.751496 2.926948 -6.196037 34.45378 1.751378 20.82467 58.4073 25.91739 4.015331 3.615371 -2.603338 -1.861436 5.08977 3.837161 2.213591 1.117292 -5.472615 6.309144 0.9865763 4.025282 4.029037 19.94551 8.55899 2.047094 0.547904
765 1.9375 46.64944 -1.302711 90.07833 -3.409338 -1.730228 89.3496 50.16912 -0.6642206 18.38512 5.099806 4.757464 10.39635 3.534116 2.162888 35.12697 8.844393 2.995702 51.39939 25.28504 7.715914 2.751598 2.926257 -6.195812 34.45374 1.750865 20.82455 58.40568 25.91635 4.015036 3.616059 -2.6035 -1.861323 5.089654 3.837177 2.213657 1.117184 -5.472131 6.309566 0.9862424 4.025007 4.028697 19.94474 8.558572 2.047271 0.5477142
766 1.937993 46.65169 -1.30236 90.07535 -3.409367 -1.730251 89.34718 50.16888 -0.6641668 18.38598 5.100224 4.757665 10.39634 3.534098 2.162809 35.12544 8.844738 2.995667 51.39783 25.28417 7.715916 2.751706 2.925599 -6.195565 34.45376 1.750379 20.82447 58.40412 25.91535 4.014753 3.616627 -2.60365 -1.861217 5.089544 3.837199 2.213726 1.117088 -5.471573 6.310009 0.9859361 4.024695 4.028345 19.94402 8.558176 2.04739 0.5475213
767 1.938642 46.65371 -1.302067 90.07272 -3.409438 -1.730249 89.34474 50.16879 -0.6641165 18.38698 5.100611 4.757794 10.39635 3.534085 2.162716 35.12392 8.845161 2.995632 51.39644 25.28341 7.715946 2.751817 2.924981 -6.195312 34.45388 1.749918 20.82443 58.40257 25.91442 4.014483 3.617082 -2.603781 -1.861121 5.089445 3.83723 2.213796 1.117003 -5.470942 6.310454 0.9856548 4.024357 4.027979 19.94338 8.557791 2.047463 0.5473351
768 1.939427 46.65554 -1.301834 90.07051 -3.409523 -1.730229 89.34224 50.16892 -0.6640728 18.38805 5.10097 4.757845 10.3964 3.534072 2.162607 35.12243 8.845649 2.995597 51.39524 25.2828 7.71601 2.751932 2.92441 -6.195046 34.45409 1.749485 20.82447 58.40104 25.91356 4.014224 3.61738 -2.60392 -1.861036 5.089362 3.837273 2.213867 1.11693 -5.470247 6.310891 0.9853983 4.024003 4.027621 19.94279 8.557411 2.047476 0.5471507
769 1.940179 46.65716 -1.301659 90.06877 -3.409598 -1.730198 89.33968 50.16928 -0.6640393 18.38912 5.101297 4.757812 10.39647 3.534059 2.162487 35.12094 8.846192 2.995562 51.39426 25.28234 7.71611 2.752048 2.923891 -6.194755 34.45441 1.749083 20.82459 58.39961 25.91276 4.01397 3.617458 -2.604088 -1.860963 5.089297 3.837331 2.213937 1.116867 -5.469494 6.311306 0.9851662 4.023646 4.027301 19.94225 8.557037 2.047402 0.5469639
770 1.940754 46.65862 -1.301539 90.06752 -3.40965 -1.730165 89.33718 50.1699 -0.6640167 18.39025 5.101593 4.757695 10.39657 3.534046 2.162352 35.11946 8.846799 2.99553 51.39353 25.28205 7.716246 2.752162 2.923424 -6.194438 34.45484 1.748708 20.82481 58.39843 25.91205 4.013729 3.617282 -2.60427 -1.860904 5.089252 3.837401 2.214005 1.116813 -5.46868 6.311692 0.984955 4.023296 4.026997 19.94178 8.55669 2.047234 0.5467845
771 1.941208 46.65999 -1.301471 90.06676 -3.409675 -1.730132 89.33501 50.17077 -0.6640036 18.3915 5.101869 4.757504 10.39668 3.534035 2.162205 35.11813 8.847462 2.995502 51.39304 25.28192 7.716413 2.752273 2.923008 -6.19411 34.45541 1.748356 20.82513 58.39758 25.91151 4.013519 3.616886 -2.604444 -1.860859 5.089226 3.837481 2.214068 1.116768 -5.467805 6.312039 0.9847606 4.02296 4.026676 19.94143 8.55642 2.046997 0.5466256
772 1.941721 46.66135 -1.301453 90.06645 -3.409674 -1.730104 89.33335 50.17194 -0.6640012 18.39279 5.102129 4.757248 10.39682 3.534025 2.16205 35.1171 8.848166 2.995476 51.39277 25.28194 7.716606 2.75238 2.922639 -6.193779 34.45613 1.74803 20.82556 58.39712 25.91125 4.013362 3.616289 -2.604633 -1.860826 5.089217 3.837569 2.214128 1.11673 -5.466882 6.312342 0.9845827 4.022641 4.026378 19.94128 8.556271 2.046702 0.5464838
773 1.942166 46.66271 -1.301485 90.06654 -3.409658 -1.730083 89.33226 50.1734 -0.6640118 18.39393 5.102367 4.756936 10.39696 3.534017 2.161891 35.11642 8.84889 2.995451 51.39271 25.28211 7.716819 2.752482 2.922313 -6.193442 34.45701 1.747734 20.82611 58.39711 25.91129 4.013272 3.61547 -2.604854 -1.860806 5.089223 3.837661 2.214182 1.116699 -5.465928 6.312599 0.984421 4.022342 4.026163 19.94132 8.556258 2.046342 0.5463537
774 1.942496 46.66412 -1.301558 90.067 -3.409643 -1.730072 89.33163 50.17515 -0.6640339 18.39491 5.10259 4.756577 10.3971 3.534014 2.161736 35.11612 8.84963 2.995432 51.39284 25.28239 7.717046 2.752579 2.922024 -6.193098 34.45805 1.747467 20.82677 58.39742 25.91163 4.013247 3.614439 -2.605088 -1.860798 5.089242 3.837755 2.214231 1.116674 -5.464952 6.312809 0.9842744 4.022063 4.02607 19.94153 8.55637 2.045923 0.5462424
775 1.94279 46.66566 -1.301666 90.06775 -3.40964 -1.730068 89.33134 50.17715 -0.6640627 18.39593 5.102805 4.756187 10.39725 3.534018 2.161579 35.11609 8.850373 2.995417 51.39312 25.28278 7.717278 2.752672 2.921766 -6.19276 34.45925 1.747224 20.82752 58.3979 25.91221 4.013282 3.613246 -2.60528 -1.860801 5.089272 3.837846 2.214276 1.116654 -5.463965 6.312974 0.9841383 4.021804 4.02603 19.94184 8.556582 2.04548 0.5461692
776 1.943261 46.66733 -1.301803 90.06873 -3.409665 -1.730069 89.33133 50.17939 -0.6640967 18.39704 5.103009 4.755784 10.39738 3.534028 2.161416 35.11625 8.851103 2.995405 51.39354 25.28325 7.717507 2.752762 2.921537 -6.19244 34.46058 1.747004 20.82835 58.39844 25.91294 4.013368 3.61204 -2.60543 -1.860813 5.089309 3.837933 2.214319 1.116639 -5.462985 6.313103 0.9840117 4.021563 4.02599 19.94221 8.556863 2.045068 0.5461338
777 1.943833 46.66913 -1.301961 90.06989 -3.409728 -1.730068 89.33156 50.18182 -0.6641361 18.39816 5.103197 4.755379 10.39752 3.534046 2.161239 35.1165 8.851807 2.995392 51.39405 25.28378 7.717732 2.752851 2.92133 -6.192133 34.46206 1.746809 20.82924 58.39905 25.91372 4.013493 3.610894 -2.605565 -1.860833 5.089353 3.838014 2.21436 1.116628 -5.462031 6.313205 0.9838967 4.021339 4.025941 19.94256 8.557184 2.044703 0.5461215
778 1.94435 46.67102 -1.302131 90.07117 -3.409843 -1.730061 89.33188 50.18442 -0.66418 18.39921 5.103369 4.754989 10.39765 3.534072 2.161052 35.11677 8.852476 2.995379 51.39465 25.28436 7.717947 2.75294 2.921146 -6.191839 34.46363 1.746641 20.83018 58.39964 25.91447 4.013644 3.609826 -2.605677 -1.860861 5.089403 3.838091 2.214403 1.116619 -5.461124 6.313288 0.9837943 4.021136 4.02591 19.94285 8.557517 2.04438 0.5461295
779 1.944854 46.67299 -1.302306 90.07255 -3.410015 -1.730044 89.33209 50.18708 -0.6642243 18.40025 5.103525 4.754631 10.39778 3.534107 2.16085 35.11699 8.853111 2.99537 51.39529 25.28497 7.718148 2.75303 2.920979 -6.191572 34.46527 1.746492 20.83113 58.40007 25.91512 4.013806 3.608844 -2.605723 -1.860895 5.089458 3.838162 2.214447 1.116613 -5.46027 6.313352 0.9837015 4.020953 4.02586 19.94303 8.557833 2.044102 0.5461707
780 1.94555 46.67498 -1.302479 90.07397 -3.410233 -1.730013 89.33212 50.18974 -0.6642676 18.40135 5.103659 4.754321 10.39791 3.534146 2.160628 35.11708 8.853706 2.995364 51.39598 25.28557 7.718333 2.753121 2.920829 -6.191342 34.46693 1.74636 20.83206 58.40023 25.91562 4.013968 3.608007 -2.605683 -1.860936 5.089517 3.838228 2.214492 1.116609 -5.459474 6.3134 0.9836179 4.020793 4.025735 19.94311 8.558114 2.043889 0.5462487
781 1.94655 46.67693 -1.302649 90.07542 -3.410476 -1.729962 89.33189 50.19233 -0.6643124 18.40241 5.103763 4.754076 10.39804 3.534187 2.160384 35.11702 8.854259 2.995358 51.3967 25.28618 7.718505 2.753212 2.920692 -6.191143 34.46858 1.74625 20.83297 58.40009 25.91595 4.014119 3.60734 -2.60559 -1.860983 5.089581 3.838293 2.214541 1.116606 -5.458741 6.313434 0.9835474 4.020657 4.025549 19.94306 8.558347 2.043734 0.5463479
782 1.947593 46.67878 -1.302814 90.07687 -3.410716 -1.72989 89.33134 50.19484 -0.66436 18.40335 5.10384 4.753901 10.39817 3.534223 2.160121 35.11681 8.854787 2.995352 51.39743 25.28677 7.718669 2.753303 2.920568 -6.190964 34.47016 1.746166 20.83384 58.3997 25.91608 4.014251 3.606795 -2.605456 -1.861033 5.089651 3.83836 2.214592 1.116603 -5.458064 6.313452 0.9834933 4.020546 4.025334 19.9429 8.558523 2.043608 0.5464588
783 1.948556 46.68047 -1.302971 90.07832 -3.410927 -1.729798 89.33044 50.19717 -0.6644108 18.40421 5.103886 4.753805 10.39832 3.534255 2.159843 35.11645 8.855314 2.99535 51.39817 25.28733 7.718829 2.753392 2.920454 -6.190805 34.47163 1.746109 20.83467 58.39903 25.91602 4.01436 3.606316 -2.605257 -1.861086 5.089729 3.838433 2.214645 1.116601 -5.457417 6.313453 0.9834558 4.020466 4.025098 19.94264 8.558647 2.043489 0.5465871
784 1.94957 46.68195 -1.303124 90.07972 -3.411087 -1.729689 89.3292 50.1993 -0.6644638 18.40518 5.103897 4.75379 10.39848 3.534281 2.159547 35.11596 8.855873 2.99535 51.39891 25.28787 7.718985 2.753478 2.920348 -6.190675 34.47294 1.746075 20.83543 58.39807 25.91582 4.014447 3.605864 -2.604971 -1.861139 5.089815 3.838512 2.214697 1.1166 -5.456769 6.313431 0.9834342 4.020421 4.024808 19.94233 8.558727 2.043366 0.5467384
785 1.950848 46.6832 -1.303278 90.08105 -3.411186 -1.729561 89.32761 50.20118 -0.6645198 18.40624 5.103874 4.753856 10.39866 3.534299 2.159234 35.11536 8.85649 2.995351 51.3996 25.28838 7.71914 2.75356 2.920245 -6.190574 34.47407 1.746068 20.83614 58.3968 25.9155 4.014514 3.605439 -2.604612 -1.86119 5.089908 3.838596 2.214748 1.116598 -5.456094 6.313387 0.9834313 4.020409 4.024486 19.94199 8.558765 2.043234 0.546904
786 1.952264 46.6842 -1.303435 90.0823 -3.411223 -1.729414 89.32567 50.2028 -0.6645795 18.40717 5.103821 4.753994 10.39885 3.53431 2.158905 35.11467 8.857192 2.995353 51.40025 25.28884 7.719294 2.753635 2.920143 -6.190495 34.47499 1.746094 20.8368 58.39529 25.91504 4.014559 3.605013 -2.604201 -1.861236 5.090008 3.838686 2.214796 1.116595 -5.455372 6.31332 0.9834498 4.020435 4.024175 19.9416 8.558759 2.043077 0.5470727
787 1.953556 46.68491 -1.303596 90.0834 -3.411208 -1.729252 89.32341 50.20414 -0.6646411 18.40784 5.103737 4.754193 10.39904 3.534313 2.158566 35.11388 8.857997 2.99536 51.40082 25.28926 7.719443 2.753705 2.920035 -6.190435 34.47569 1.74615 20.83739 58.39359 25.91446 4.01458 3.604537 -2.603724 -1.861277 5.09011 3.838776 2.214839 1.116591 -5.454584 6.313226 0.9834894 4.0205 4.023884 19.94117 8.558709 2.042883 0.5472471
788 1.95478 46.68533 -1.303759 90.08431 -3.411147 -1.729076 89.32083 50.20517 -0.6647025 18.40837 5.103621 4.754445 10.39923 3.534312 2.158209 35.11299 8.85892 2.995373 51.40129 25.28961 7.719584 2.75377 2.919918 -6.190387 34.47612 1.746233 20.83792 58.3917 25.91378 4.014581 3.60398 -2.603173 -1.861312 5.090212 3.838864 2.214878 1.116587 -5.453715 6.313105 0.9835493 4.020603 4.023587 19.94071 8.558632 2.04265 0.5474308
789 1.956095 46.6855 -1.303923 90.08501 -3.411047 -1.728889 89.31801 50.20595 -0.6647639 18.40887 5.103479 4.754738 10.39941 3.534305 2.157831 35.11204 8.859968 2.99539 51.40166 25.28989 7.719715 2.753829 2.919786 -6.190337 34.47634 1.746348 20.83838 58.38968 25.91304 4.014566 3.603318 -2.602561 -1.861339 5.090311 3.838948 2.214911 1.116582 -5.452771 6.312964 0.9836323 4.020748 4.023273 19.94024 8.558556 2.042375 0.5476186
790 1.957358 46.68546 -1.304085 90.08546 -3.410912 -1.728693 89.31518 50.20653 -0.664827 18.40924 5.103319 4.755058 10.39959 3.534292 2.157437 35.11114 8.861138 2.99541 51.40188 25.29008 7.719836 2.753887 2.919634 -6.190263 34.47635 1.746502 20.83879 58.38774 25.91232 4.01455 3.602536 -2.601925 -1.861357 5.090401 3.839027 2.214941 1.116577 -5.451761 6.312807 0.9837434 4.020936 4.022982 19.93982 8.558516 2.042046 0.547798
791 1.958288 46.6852 -1.304242 90.08562 -3.410751 -1.72849 89.31258 50.20692 -0.6648905 18.40933 5.103138 4.755392 10.39975 3.534272 2.157032 35.11039 8.862425 2.995435 51.40196 25.29018 7.719947 2.753941 2.91946 -6.190159 34.47616 1.746698 20.83914 58.38604 25.91171 4.014547 3.601592 -2.601261 -1.861364 5.090481 3.839101 2.214966 1.116571 -5.450698 6.312634 0.9838837 4.021166 4.022748 19.93949 8.558553 2.041651 0.5479692
792 1.958956 46.68479 -1.30439 90.08549 -3.410573 -1.728281 89.31026 50.20714 -0.6649517 18.40928 5.102944 4.755733 10.39991 3.534249 2.156614 35.10987 8.86383 2.995466 51.40187 25.29017 7.720047 2.753994 2.919262 -6.190044 34.4758 1.746934 20.83942 58.38454 25.91128 4.014573 3.600467 -2.600558 -1.86136 5.090548 3.839168 2.214988 1.116565 -5.449584 6.31245 0.984053 4.021441 4.022573 19.9393 8.558688 2.041191 0.5481405
793 1.959604 46.68427 -1.304525 90.08504 -3.410395 -1.728068 89.30817 50.20722 -0.6650102 18.40925 5.102743 4.756079 10.40004 3.534222 2.156176 35.10955 8.865357 2.995502 51.40163 25.29005 7.72013 2.754046 2.919042 -6.189939 34.47533 1.747212 20.83964 58.38317 25.91106 4.014635 3.599174 -2.599829 -1.861345 5.090598 3.839224 2.215008 1.116558 -5.44842 6.312261 0.9842522 4.021758 4.022426 19.93924 8.558925 2.040677 0.54831
794 1.960329 46.68367 -1.304644 90.08428 -3.410236 -1.727849 89.30624 50.20721 -0.665067 18.40913 5.102537 4.756425 10.40015 3.534195 2.155721 35.10944 8.867003 2.995539 51.40122 25.28982 7.720192 2.754095 2.918802 -6.18986 34.4748 1.747538 20.83981 58.38184 25.91103 4.014735 3.59779 -2.59911 -1.861321 5.090629 3.839268 2.215025 1.11655 -5.447208 6.312072 0.9844843 4.022112 4.022325 19.9393 8.559249 2.040128 0.5484653
795 1.960979 46.68299 -1.304743 90.08323 -3.410111 -1.727626 89.30437 50.20709 -0.665122 18.4087 5.102322 4.756767 10.40023 3.53417 2.155259 35.10948 8.86877 2.995579 51.40068 25.28948 7.720231 2.754143 2.918547 -6.18982 34.47421 1.747914 20.83993 58.38049 25.91114 4.014867 3.596317 -2.598398 -1.861288 5.090639 3.839298 2.21504 1.116542 -5.445946 6.311886 0.9847488 4.022498 4.022298 19.93942 8.559632 2.039536 0.5486085
796 1.961545 46.68226 -1.304813 90.08195 -3.410034 -1.727398 89.30239 50.20689 -0.665172 18.40808 5.102103 4.757103 10.40029 3.534148 2.154791 35.10957 8.870666 2.995625 51.40001 25.28907 7.72025 2.754188 2.918281 -6.189845 34.47361 1.748336 20.83998 58.37901 25.91134 4.015024 3.594738 -2.597669 -1.861248 5.090632 3.839317 2.215055 1.116533 -5.444614 6.311702 0.9850428 4.022907 4.022328 19.93957 8.560036 2.038897 0.548752
797 1.962187 46.68153 -1.304849 90.08048 -3.41001 -1.727167 89.30016 50.20663 -0.6652144 18.40759 5.101886 4.757436 10.40033 3.534132 2.154308 35.10959 8.872699 2.995673 51.39925 25.28859 7.720255 2.754231 2.918008 -6.189958 34.47303 1.748799 20.83999 58.37731 25.91157 4.015193 3.593071 -2.596924 -1.861203 5.090609 3.839327 2.215069 1.116525 -5.443202 6.311526 0.9853638 4.023335 4.022342 19.93972 8.560429 2.038219 0.5488982
798 1.963067 46.68082 -1.304847 90.07893 -3.410031 -1.726928 89.29766 50.20634 -0.6652507 18.40725 5.101666 4.75776 10.40035 3.534117 2.153811 35.10949 8.87487 2.995717 51.39845 25.28807 7.720256 2.754272 2.917734 -6.190171 34.47252 1.749307 20.83995 58.37538 25.91178 4.015369 3.591388 -2.596193 -1.861157 5.090573 3.839333 2.215083 1.11652 -5.4417 6.311366 0.985712 4.023771 4.022317 19.93984 8.560788 2.037519 0.5490354
799 1.964084 46.68011 -1.304807 90.07738 -3.410077 -1.726683 89.2949 50.20602 -0.6652816 18.40682 5.101441 4.758068 10.40037 3.534103 2.153312 35.10925 8.877174 2.995756 51.39764 25.28754 7.720263 2.754308 2.917468 -6.190487 34.47209 1.749853 20.83986 58.37328 25.91195 4.015546 3.589653 -2.595484 -1.861111 5.09053 3.839339 2.215096 1.116518 -5.440099 6.311224 0.9860837 4.024207 4.022296 19.93994 8.5611 2.036766 0.5491598
800 1.965143 46.67935 -1.304688 90.07581 -3.410114 -1.726425 89.29169 50.20545 -0.6653044 18.40617 5.101198 4.758314 10.40039 3.534087 2.15278 35.10883 8.879515 2.995776 51.39681 25.287 7.720285 2.754341 2.917208 -6.190909 34.47161 1.75039 20.83967 58.37095 25.91207 4.015716 3.587776 -2.594764 -1.861065 5.090484 3.83935 2.215107 1.116519 -5.438403 6.311067 0.9864512 4.02462 4.022293 19.93999 8.561362 2.035912 0.5492799
801 1.966385 46.67848 -1.304499 90.07423 -3.410131 -1.726166 89.288 50.20464 -0.665319 18.40534 5.100949 4.758563 10.40042 3.534068 2.152222 35.10828 8.881867 2.995778 51.39598 25.28645 7.720322 2.75437 2.916954 -6.19143 34.47109 1.750909 20.83941 58.36833 25.91214 4.015883 3.585719 -2.594005 -1.861019 5.090434 3.839365 2.215117 1.116522 -5.436627 6.31089 0.986811 4.025011 4.022309 19.94003 8.561589 2.034973 0.5494029
802 1.967782 46.67761 -1.30426 90.07272 -3.410135 -1.725909 89.28406 50.20359 -0.665333 18.40464 5.100727 4.758834 10.40044 3.53405 2.151674 35.10773 8.884242 2.995773 51.39517 25.28593 7.720365 2.754395 2.916713 -6.192037 34.47052 1.751428 20.83903 58.36551 25.91224 4.01607 3.583535 -2.593224 -1.860973 5.090382 3.839382 2.215125 1.11653 -5.434786 6.310695 0.9871742 4.025381 4.022322 19.9401 8.561802 2.033995 0.549534
803 1.969262 46.67685 -1.303985 90.07139 -3.410122 -1.725659 89.28013 50.20241 -0.6653472 18.40407 5.100521 4.759104 10.40048 3.53403 2.15116 35.10727 8.886664 2.995766 51.39442 25.28548 7.720418 2.754416 2.916493 -6.192726 34.47001 1.751954 20.83854 58.36267 25.91241 4.01629 3.581262 -2.592445 -1.860928 5.090334 3.839402 2.215131 1.116542 -5.432875 6.310499 0.9875448 4.025725 4.022339 19.94028 8.562027 2.032971 0.5496692
804 1.970799 46.67625 -1.303689 90.07026 -3.410089 -1.725421 89.2764 50.2012 -0.6653622 18.40354 5.10033 4.759331 10.40053 3.534009 2.150698 35.10698 8.889118 2.995755 51.39375 25.28513 7.720485 2.754432 2.916296 -6.193485 34.4696 1.752481 20.83799 58.35998 25.91274 4.016554 3.578876 -2.591673 -1.860883 5.090293 3.839425 2.215134 1.116559 -5.430915 6.310322 0.9879159 4.026037 4.022402 19.94063 8.562292 2.031877 0.5498037
805 1.972334 46.67587 -1.303384 90.06935 -3.410046 -1.725203 89.27306 50.20003 -0.6653798 18.40319 5.100166 4.759488 10.40058 3.533988 2.150286 35.1069 8.891541 2.995738 51.39318 25.28487 7.720564 2.754446 2.916125 -6.1943 34.46934 1.752994 20.8374 58.35759 25.91326 4.016869 3.576309 -2.590904 -1.86084 5.090258 3.839449 2.215135 1.116579 -5.428961 6.31017 0.9882793 4.02631 4.022503 19.94116 8.56262 2.030693 0.5499415
806 1.97387 46.67565 -1.303072 90.0687 -3.410015 -1.72501 89.27026 50.19893 -0.6654021 18.40319 5.100016 4.759573 10.40063 3.533972 2.149919 35.10701 8.893867 2.995713 51.39273 25.28473 7.72065 2.754456 2.915978 -6.195153 34.46922 1.753485 20.8368 58.35564 25.91401 4.017238 3.573595 -2.590159 -1.860803 5.090227 3.839472 2.215133 1.116601 -5.427061 6.310041 0.9886299 4.02654 4.022606 19.94188 8.563025 2.029439 0.550078
807 1.975319 46.67556 -1.302756 90.06832 -3.410009 -1.724845 89.26817 50.19791 -0.6654338 18.40339 5.099876 4.759584 10.40067 3.533959 2.149598 35.1073 8.896023 2.995675 51.39241 25.28469 7.720737 2.754462 2.915858 -6.196029 34.46925 1.753951 20.83619 58.35429 25.91496 4.017653 3.570793 -2.589473 -1.860773 5.090202 3.83949 2.215127 1.116625 -5.425273 6.309927 0.9889643 4.026725 4.022711 19.94278 8.563503 2.028131 0.5501995
808 1.976647 46.67555 -1.302433 90.06822 -3.410031 -1.72471 89.26665 50.19698 -0.6654756 18.40354 5.099746 4.759529 10.40071 3.53395 2.149334 35.1078 8.897943 2.995629 51.39223 25.28476 7.720827 2.754467 2.915763 -6.196901 34.46941 1.754384 20.8356 58.35348 25.9161 4.018105 3.567861 -2.588834 -1.860751 5.090183 3.839506 2.21512 1.11665 -5.423654 6.309821 0.9892764 4.026866 4.022889 19.94383 8.564042 2.026742 0.5503087
809 1.977846 46.67561 -1.302098 90.0684 -3.410085 -1.724608 89.26566 50.1961 -0.6655237 18.40368 5.099626 4.759421 10.40074 3.533948 2.149126 35.10847 8.899568 2.995577 51.3922 25.28495 7.720921 2.75447 2.915691 -6.197762 34.46965 1.754771 20.83499 58.35323 25.91742 4.018579 3.564689 -2.588192 -1.860737 5.09017 3.839519 2.215112 1.116674 -5.422249 6.309712 0.9895583 4.026965 4.023154 19.94504 8.564629 2.025249 0.5504245
810 1.978939 46.67569 -1.301751 90.06887 -3.410181 -1.72454 89.2653 50.1952 -0.6655789 18.4041 5.099517 4.75928 10.40076 3.533955 2.148966 35.10927 8.900796 2.995519 51.39231 25.28525 7.721021 2.754472 2.915642 -6.19861 34.46994 1.755104 20.83437 58.35365 25.9189 4.019061 3.561291 -2.587541 -1.860736 5.090165 3.839529 2.215102 1.116698 -5.421141 6.30959 0.9898039 4.027019 4.023434 19.94638 8.565251 2.023677 0.5505525
811 1.979764 46.67578 -1.30139 90.06959 -3.410326 -1.724505 89.26574 50.19429 -0.6656379 18.40481 5.099419 4.759131 10.40077 3.533971 2.148845 35.11013 8.901568 2.995453 51.39258 25.28563 7.721124 2.754475 2.915613 -6.19943 34.47026 1.75538 20.83375 58.35489 25.92053 4.019539 3.557766 -2.586922 -1.860744 5.090165 3.839537 2.215091 1.116719 -5.420377 6.309445 0.99001 4.027032 4.023645 19.94785 8.565907 2.022069 0.5506771
812 1.9803 46.67584 -1.30101 90.0705 -3.410517 -1.724501 89.26704 50.19335 -0.6657022 18.40566 5.099329 4.758991 10.40077 3.533995 2.148769 35.1111 8.90186 2.995381 51.39296 25.28607 7.721226 2.754479 2.915597 -6.20021 34.47058 1.755601 20.83311 58.35694 25.92234 4.020018 3.554164 -2.586365 -1.860763 5.090172 3.839541 2.215082 1.116738 -5.419982 6.309272 0.9901783 4.027005 4.023825 19.94946 8.566617 2.020427 0.550786
813 1.9806 46.67587 -1.300607 90.07153 -3.410747 -1.724528 89.26926 50.19233 -0.665769 18.40666 5.09925 4.758875 10.40077 3.534025 2.148739 35.11226 8.90167 2.995309 51.39341 25.28655 7.721324 2.754487 2.915585 -6.200954 34.47086 1.755768 20.83245 58.3598 25.92443 4.020503 3.550418 -2.58583 -1.86079 5.090184 3.839545 2.215075 1.116754 -5.419958 6.309068 0.9903071 4.026939 4.023995 19.95125 8.567401 2.018732 0.5508935
814 1.980926 46.67587 -1.300173 90.07262 -3.411 -1.724582 89.2724 50.1912 -0.665834 18.40783 5.099182 4.758797 10.40076 3.534058 2.148755 35.11361 8.901011 2.995237 51.39393 25.28705 7.721417 2.754497 2.915573 -6.201684 34.47111 1.755877 20.83177 58.36338 25.92683 4.020996 3.546567 -2.585316 -1.860824 5.090199 3.839547 2.215071 1.116765 -5.420295 6.30883 0.9903953 4.026839 4.024165 19.95321 8.568249 2.017004 0.5510043
815 1.981284 46.67583 -1.299707 90.07375 -3.411252 -1.724656 89.27618 50.19 -0.6659005 18.40909 5.099123 4.75877 10.40075 3.534091 2.148801 35.11502 8.899902 2.995163 51.39449 25.28754 7.721501 2.75451 2.915555 -6.202399 34.47132 1.755935 20.83107 58.3675 25.92943 4.021481 3.542684 -2.584863 -1.860864 5.090219 3.839551 2.215071 1.116771 -5.420984 6.308563 0.9904457 4.02671 4.024308 19.95525 8.569113 2.015275 0.5511011
